WKT,name,description
"POLYGON ((106.7242932 -6.0887014, 106.6879009 -6.0955291, 106.6906475 -6.1747238, 106.7229199 -6.1958859, 106.7126202 -6.2225079, 106.7407727 -6.2259209, 106.7778515 -6.3173807, 106.8087506 -6.3153333, 106.7895245 -6.3610574, 106.8114971 -6.3671991, 106.8224835 -6.3549156, 106.8382763 -6.3535507, 106.8375897 -6.339902, 106.8526959 -6.3426317, 106.8650555 -6.3610574, 106.8712353 -6.3535507, 106.893208 -6.3740231, 106.902821 -6.3631046, 106.9131207 -6.3617398, 106.924107 -6.3010011, 106.9076275 -6.2723354, 106.9165539 -6.2580019, 106.9460797 -6.2525415, 106.9714855 -6.1870115, 106.9701123 -6.1037222, 106.7242932 -6.0887014))",Kota DKI Jakarta,
