WKT,name,description
"POLYGON ((110.4380204 -7.5348392, 110.266359 -7.700902, 110.2649857 -7.6382957, 110.1427628 -7.642379, 110.115297 -7.665517, 110.1358963 -7.6872927, 110.1029373 -7.7771058, 110.058992 -7.813842, 110.0342728 -7.9022677, 110.8294083 -8.2109276, 110.8349015 -8.1633522, 110.7538773 -8.015153, 110.7868363 -7.8111209, 110.4956986 -7.7526132, 110.4558731 -7.5484533, 110.4380204 -7.5348392))",DI Yogyakarta,
